"ID_VIV","ID_HOG","ID_PER","UPM","VIV_SEL","HOGAR","N_REN","RESUL_POB","PM6_1","PM6_2_1","PM6_2_2","PM6_2_3","PM6_3_1","PM6_3_2","PM6_3_3","PM6_3_4","PM6_3_5","PM6_3_6","PM6_4_1","PM6_4_2","PM6_4_3","PM6_4_4","PM6_4_5","PM6_5_1","PM6_5_2","PM6_5_3","PM6_5_4","PM6_5_5","PM6_6_01","PM6_6_02","PM6_6_03","PM6_6_04","PM6_6_05","PM6_6_06","PM6_6_07","PM6_6_08","PM6_6_09","PM6_6_10","PM6_7_1","PM6_7_2","PM6_7_3","PM6_7_4","PM6_7_5","PM6_7_6","PM6_8_1","PM6_8_2","PM6_8_3","PM6_8_4","PM6_8_5","PM6_8_6","PM6_8_7","PM6_8_8","PM6_8_9","PM6_9_1","PM6_9_2","PM6_9_3","PM6_9_4","PM6_9_5","PM6_9_6","PM6_9_7","SEXO","EDAD","P4_1_06","ENT","TLOC","DOMINIO","ESTRATO","EST_DIS","UPM_DIS","FAC_NIN"
"0606604.05
","0606604.05.1
","0606604.05.1.04
","0606604
","05
","1
","04
","A
","1
","2
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","06
","3
","U
","2
","051
","01019
","201
"
"0606609.10
","0606609.10.1
","0606609.10.1.03
","0606609
","10
","1
","03
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","4
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","06
","3
","U
","2
","051
","01019
","243
"
"0606626.04
","0606626.04.1
","0606626.04.1.05
","0606626
","04
","1
","05
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","3
","2
","3
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","06
","3
","U
","2
","051
","01020
","104
"
"0606629.07
","0606629.07.1
","0606629.07.1.03
","0606629
","07
","1
","03
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","1
","3
","3
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","11
","1
","06
","3
","U
","2
","051
","01020
","84
"
"0606629.07
","0606629.07.1
","0606629.07.1.04
","0606629
","07
","1
","04
","A
","1
","3
","1
","2
","2
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","06
","3
","U
","2
","051
","01020
","84
"
"0606639.19
","0606639.19.1
","0606639.19.1.03
","0606639
","19
","1
","03
","A
","1
","1
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","06
","3
","U
","2
","051
","01020
","93
"
"0606641.01
","0606641.01.1
","0606641.01.1.04
","0606641
","01
","1
","04
","A
","1
","1
","1
","2
","1
","2
","1
","1
","9
","1
","1
","1
","9
","1
","1
","2
","9
","2
","2
","9
","1
","1
","1
","1
","1
","1
","2
","1
","1
","4
","2
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","09
","1
","06
","3
","U
","2
","051
","01021
","130
"
"0606660.01
","0606660.01.1
","0606660.01.1.04
","0606660
","01
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","10
","1
","06
","3
","U
","2
","051
","01022
","224
"
"0606679.01
","0606679.01.1
","0606679.01.1.04
","0606679
","01
","1
","04
","A
","1
","4
","3
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","11
","1
","06
","3
","U
","2
","051
","01023
","128
"
"0606680.02
","0606680.02.1
","0606680.02.1.04
","0606680
","02
","1
","04
","A
","1
","2
","2
","8
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","3
","2
","2
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","1
","10
","1
","06
","3
","U
","2
","051
","01023
","126
"
"0606686.08
","0606686.08.1
","0606686.08.1.03
","0606686
","08
","1
","03
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","1
","3
","3
","3
","3
","1
","1
","5
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","1
","09
","1
","06
","3
","U
","2
","051
","01023
","128
"
"0606689.11
","0606689.11.1
","0606689.11.1.04
","0606689
","11
","1
","04
","A
","1
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","8
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","10
","1
","06
","3
","U
","2
","051
","01023
","123
"
"0606698.01
","0606698.01.1
","0606698.01.1.04
","0606698
","01
","1
","04
","A
","1
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","3
","2
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","06
","3
","U
","2
","051
","01024
","127
"
"0606699.02
","0606699.02.1
","0606699.02.1.04
","0606699
","02
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","06
","3
","U
","2
","051
","01024
","124
"
"0606702.05
","0606702.05.1
","0606702.05.1.04
","0606702
","05
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","3
","2
","2
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","09
","1
","06
","3
","U
","2
","051
","01024
","122
"
"0606706.10
","0606706.10.1
","0606706.10.1.04
","0606706
","10
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","9
","2
","1
","3
","3
","2
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","10
","1
","06
","3
","U
","2
","051
","01024
","124
"
"0606707.11
","0606707.11.1
","0606707.11.1.05
","0606707
","11
","1
","05
","A
","1
","1
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","1
","2
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","11
","1
","06
","3
","U
","2
","051
","01024
","125
"
"0606712.16
","0606712.16.1
","0606712.16.1.04
","0606712
","16
","1
","04
","A
","1
","2
","1
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","10
","1
","06
","3
","U
","2
","051
","01024
","143
"
"0606717.03
","0606717.03.1
","0606717.03.1.03
","0606717
","03
","1
","03
","A
","1
","2
","1
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","06
","4
","R
","2
","053
","01025
","227
"
"0606725.12
","0606725.12.1
","0606725.12.1.06
","0606725
","12
","1
","06
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","06
","4
","R
","2
","053
","01025
","268
"
"0606726.13
","0606726.13.1
","0606726.13.1.07
","0606726
","13
","1
","07
","A
","1
","3
","3
","4
","1
","1
","1
","1
","1
","1
","2
","9
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","5
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","10
","1
","06
","4
","R
","2
","053
","01025
","281
"
"0606727.16
","0606727.16.1
","0606727.16.1.04
","0606727
","16
","1
","04
","A
","1
","3
","3
","3
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","3
","3
","2
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","3
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","1
","11
","1
","06
","4
","R
","2
","053
","01025
","243
"
"0606731.02
","0606731.02.1
","0606731.02.1.03
","0606731
","02
","1
","03
","A
","1
","4
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","3
","3
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","11
","1
","06
","4
","R
","2
","053
","01026
","171
"
"0606731.02
","0606731.02.1
","0606731.02.1.04
","0606731
","02
","1
","04
","A
","1
","1
","4
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","3
","2
","2
","3
","1
","2
","3
","4
","1
","2
","3
","4
","1
","4
","2
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","09
","1
","06
","4
","R
","2
","053
","01026
","171
"
"0606746.17
","0606746.17.1
","0606746.17.1.03
","0606746
","17
","1
","03
","A
","1
","1
","3
","3
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","3
","3
","3
","3
","3
","1
","4
","1
","2
","1
","2
","1
","4
","1
","1
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","06
","4
","R
","2
","053
","01026
","206
"
"0606750.02
","0606750.02.1
","0606750.02.1.07
","0606750
","02
","1
","07
","A
","1
","1
","4
","1
","1
","2
","1
","1
","1
","1
","1
","2
","2
","2
","2
","1
","3
","2
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","5
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","06
","4
","R
","1
","052
","01027
","213
"
"0606756.08
","0606756.08.1
","0606756.08.1.04
","0606756
","08
","1
","04
","A
","1
","2
","3
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","1
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","1
","1
","1
","2
","2
","2
","2
","2
","1
","2
","1
","1
","2
","2
","1
","1
","2
","1
","09
","1
","06
","4
","R
","1
","052
","01027
","184
"
"0606761.13
","0606761.13.1
","0606761.13.1.04
","0606761
","13
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","8
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","11
","1
","06
","4
","R
","1
","052
","01027
","181
"
"0606769.01
","0606769.01.1
","0606769.01.1.03
","0606769
","01
","1
","03
","A
","1
","2
","3
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","5
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","2
","2
","1
","10
","1
","06
","4
","R
","2
","053
","01028
","158
"
"0606770.02
","0606770.02.1
","0606770.02.1.05
","0606770
","02
","1
","05
","A
","1
","3
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","11
","1
","06
","4
","R
","2
","053
","01028
","140
"
"0606770.02
","0606770.02.1
","0606770.02.1.06
","0606770
","02
","1
","06
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","06
","4
","R
","2
","053
","01028
","140
"
"0606773.03
","0606773.03.1
","0606773.03.1.03
","0606773
","03
","1
","03
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","06
","4
","R
","2
","053
","01028
","158
"
"0606787.17
","0606787.17.1
","0606787.17.1.03
","0606787
","17
","1
","03
","A
","1
","3
","2
","4
","2
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","1
","2
","1
","2
","2
","1
","1
","1
","2
","2
","11
","1
","06
","4
","R
","2
","053
","01028
","159
"
"0606791.03
","0606791.03.1
","0606791.03.1.04
","0606791
","03
","1
","04
","A
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","06
","4
","R
","2
","053
","01029
","197
"
"0606805.19
","0606805.19.1
","0606805.19.1.04
","0606805
","19
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","06
","4
","R
","2
","053
","01029
","198
"
"0606808.03
","0606808.03.1
","0606808.03.1.03
","0606808
","03
","1
","03
","A
","1
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","1
","3
","2
","3
","3
","4
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","1
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","06
","4
","R
","2
","053
","01030
","220
"
"0606813.08
","0606813.08.1
","0606813.08.1.03
","0606813
","08
","1
","03
","A
","2
","2
","1
","3
","1
","2
","1
","1
","2
","2
","1
","1
","1
","1
","2
","3
","3
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","1
","1
","4
","1
","1
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","06
","4
","R
","2
","053
","01030
","213
"
"0606816.11
","0606816.11.1
","0606816.11.1.03
","0606816
","11
","1
","03
","A
","1
","1
","1
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","4
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","1
","2
","2
","2
","2
","10
","1
","06
","4
","R
","2
","053
","01030
","226
"
"0606825.03
","0606825.03.1
","0606825.03.1.03
","0606825
","03
","1
","03
","A
","1
","1
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","8
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","10
","1
","06
","4
","R
","1
","052
","01031
","210
"
"0606829.07
","0606829.07.1
","0606829.07.1.03
","0606829
","07
","1
","03
","A
","1
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","2
","3
","3
","3
","3
","3
","1
","1
","1
","9
","3
","1
","1
","1
","1
","4
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","10
","1
","06
","4
","R
","1
","052
","01031
","211
"
"0606832.10
","0606832.10.1
","0606832.10.1.03
","0606832
","10
","1
","03
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","10
","1
","06
","4
","R
","1
","052
","01031
","206
"
"0606834.12
","0606834.12.1
","0606834.12.1.05
","0606834
","12
","1
","05
","A
","1
","2
","2
","3
","1
","1
","1
","1
","2
","1
","2
","2
","1
","1
","1
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","09
","1
","06
","4
","R
","1
","052
","01031
","228
"
"0606839.17
","0606839.17.1
","0606839.17.1.03
","0606839
","17
","1
","03
","A
","2
","2
","1
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","2
","3
","3
","1
","1
","1
","2
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","11
","1
","06
","4
","R
","1
","052
","01031
","207
"
"0706845.01
","0706845.01.1
","0706845.01.1.05
","0706845
","01
","1
","05
","A
","1
","8
","3
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","1
","1
","2
","1
","2
","1
","11
","1
","07
","1
","U
","1
","063
","01033
","1526
"
"0706848.04
","0706848.04.1
","0706848.04.1.03
","0706848
","04
","1
","03
","A
","1
","3
","1
","4
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","1
","3
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","09
","1
","07
","1
","U
","1
","063
","01033
","1795
"
"0706851.01
","0706851.01.1
","0706851.01.1.06
","0706851
","01
","1
","06
","A
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","11
","1
","07
","1
","U
","2
","064
","01034
","790
"
"0706853.02
","0706853.02.1
","0706853.02.1.02
","0706853
","02
","1
","02
","A
","2
","1
","2
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","1
","1
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","1
","10
","1
","07
","1
","U
","2
","064
","01034
","951
"
"0706854.03
","0706854.03.1
","0706854.03.1.04
","0706854
","03
","1
","04
","A
","1
","1
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","11
","1
","07
","1
","U
","2
","064
","01034
","881
"
"0706854.03
","0706854.03.1
","0706854.03.1.05
","0706854
","03
","1
","05
","A
","1
","1
","1
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","07
","1
","U
","2
","064
","01034
","881
"
"0706856.04
","0706856.04.1
","0706856.04.1.04
","0706856
","04
","1
","04
","A
","1
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","11
","1
","07
","1
","U
","2
","064
","01034
","894
"
"0706857.05
","0706857.05.1
","0706857.05.1.05
","0706857
","05
","1
","05
","A
","1
","1
","1
","4
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","3
","3
","2
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","1
","10
","1
","07
","1
","U
","2
","064
","01034
","897
"
"0706873.02
","0706873.02.1
","0706873.02.1.04
","0706873
","02
","1
","04
","A
","1
","4
","4
","4
","1
","2
","1
","1
","1
","1
","2
","1
","2
","2
","2
","1
","2
","2
","2
","1
","4
","4
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","07
","1
","U
","2
","064
","01039
","1189
"
"0706879.03
","0706879.03.1
","0706879.03.1.06
","0706879
","03
","1
","06
","A
","1
","2
","1
","8
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","07
","1
","U
","2
","064
","01040
","972
"
"0706883.02
","0706883.02.1
","0706883.02.1.03
","0706883
","02
","1
","03
","A
","2
","2
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","2
","1
","1
","1
","1
","1
","4
","2
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","11
","1
","07
","1
","U
","2
","064
","01041
","647
"
"0706885.03
","0706885.03.1
","0706885.03.1.04
","0706885
","03
","1
","04
","A
","1
","3
","1
","3
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","1
","2
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","10
","1
","07
","1
","U
","2
","064
","01041
","606
"
"0706887.04
","0706887.04.1
","0706887.04.1.02
","0706887
","04
","1
","02
","A
","2
","1
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","5
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","11
","1
","07
","1
","U
","2
","064
","01041
","644
"
"0706894.01
","0706894.01.1
","0706894.01.1.05
","0706894
","01
","1
","05
","A
","1
","2
","2
","4
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","1
","3
","2
","3
","3
","1
","2
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","07
","1
","U
","2
","064
","01043
","722
"
